lg_code,prefecture_code,xmin,ymin,xmax,ymax
07422,07,139.85928328089892,37.542737467860036,139.90676608288857,37.59313427922376
07423,07,139.59449243837548,37.34761322457081,139.76996635466367,37.575595305878835
07444,07,139.58633791216505,37.36700963968332,139.71483364505684,37.502085747959086
07445,07,139.36418702960793,37.333236612879546,139.61575769056515,37.51786755934057
07446,07,139.51629124504507,37.206524838150926,139.7463653571757,37.392987081288936
07447,07,139.7140200257038,37.28139625203556,139.92613722435362,37.53210227869738
07461,07,139.9591116342947,37.09229691876794,140.2107455508667,37.24654633294705
07464,07,140.2349189749309,37.12059008136731,140.34007374840496,37.192399107632866
07465,07,140.33656686097208,37.11729022506398,140.4042516727767,37.17935910793665
07466,07,140.27943669324895,37.1441658016106,140.40926508381676,37.2375425049828
07481,07,140.2402132172664,36.93015480160295,140.46127836630376,37.08702463967552
07482,07,140.28357389122232,36.7916023064015,140.52848282682123,36.94067219756403
07483,07,140.28963369583857,36.84184694617977,140.59329325607905,37.01696766722421
07484,07,140.43428819724272,36.93736955875829,140.58611302209852,37.08551608090255
07501,07,140.36771705639717,37.076628865330065,140.5391782228968,37.20331400034098
07502,07,140.38852661491148,37.17970072081181,140.51932847033277,37.256759170799285
07503,07,140.49620199742446,37.15596505434394,140.6139594680552,37.27329655928895
07504,07,140.3729965894213,37.02276872070007,140.46770092056124,37.120897612634906
07505,07,140.4934855511175,36.99251044140391,140.664327859943,37.16819477476923
07521,07,140.42351949382976,37.36996638663959,140.564412697688,37.51134883787876
